season,latitude,longitude,count
Spring,-34.0,140.0,156
Spring,-34.0,141.0,25
Spring,-34.0,145.0,1
Spring,-34.0,147.0,10
Spring,-34.0,148.0,36
Spring,-34.0,151.0,84
Spring,-35.0,139.0,104
Spring,-35.0,142.0,340
Spring,-35.0,143.0,99
Spring,-35.0,144.0,36
Spring,-35.0,146.0,13
Spring,-35.0,148.0,19
Spring,-35.0,149.0,55
Spring,-36.0,145.0,122
Spring,-36.0,146.0,151
Spring,-36.0,147.0,42
Spring,-37.0,145.0,20
Spring,-37.0,146.0,24
Spring,-15.0,142.0,1
Spring,-16.0,140.0,1
Spring,-17.0,133.0,5
Spring,-17.0,144.0,1
Spring,-18.0,124.0,2
Spring,-18.0,126.0,3
Spring,-18.0,140.0,1
Spring,-19.0,129.0,1
Spring,-20.0,135.0,1
Spring,-21.0,118.0,3
Spring,-21.0,134.0,2
Spring,-21.0,141.0,2
Spring,-21.0,148.0,4
Spring,-22.0,145.0,1
Spring,-22.0,146.0,2
Spring,-23.0,146.0,2
Spring,-23.0,149.0,1
Spring,-24.0,140.0,2
Spring,-24.0,143.0,1
Spring,-24.0,150.0,3
Spring,-25.0,114.0,3
Spring,-25.0,145.0,1
Spring,-25.0,146.0,1
Spring,-25.0,148.0,1
Spring,-26.0,113.0,1
Spring,-26.0,130.0,1
Spring,-26.0,151.0,6
Spring,-27.0,140.0,2
Spring,-27.0,141.0,1
Spring,-27.0,143.0,1
Spring,-27.0,144.0,3
Spring,-28.0,114.0,4
Spring,-28.0,139.0,8
Spring,-28.0,141.0,10
Spring,-28.0,143.0,1
Spring,-28.0,144.0,6
Spring,-28.0,145.0,5
Spring,-28.0,148.0,1
Spring,-28.0,150.0,5
Spring,-29.0,115.0,3
Spring,-29.0,117.0,4
Spring,-29.0,122.0,1
Spring,-29.0,150.0,1
Spring,-29.0,151.0,17
Spring,-30.0,115.0,7
Spring,-30.0,116.0,1
Spring,-30.0,142.0,3
Spring,-30.0,143.0,5
Spring,-30.0,144.0,18
Spring,-30.0,145.0,3
Spring,-30.0,147.0,5
Spring,-30.0,148.0,5
Spring,-31.0,115.0,4
Spring,-31.0,117.0,10
Spring,-31.0,119.0,1
Spring,-31.0,120.0,2
Spring,-31.0,121.0,9
Spring,-31.0,122.0,2
Spring,-31.0,136.0,1
Spring,-31.0,137.0,3
Spring,-31.0,139.0,12
Spring,-31.0,143.0,5
Spring,-31.0,144.0,5
Spring,-31.0,147.0,2
Spring,-31.0,148.0,1
Spring,-31.0,150.0,6
Spring,-32.0,115.0,1
Spring,-32.0,118.0,1
Spring,-32.0,119.0,1
Spring,-32.0,121.0,2
Spring,-32.0,122.0,1
Spring,-32.0,123.0,6
Spring,-32.0,126.0,8
Spring,-32.0,127.0,2
Spring,-32.0,129.0,5
Spring,-32.0,133.0,5
Spring,-32.0,134.0,1
Spring,-32.0,136.0,1
Spring,-32.0,138.0,20
Spring,-32.0,139.0,1
Spring,-32.0,141.0,5
Spring,-32.0,142.0,15
Spring,-32.0,147.0,1
Spring,-32.0,148.0,3
Spring,-32.0,150.0,24
Spring,-33.0,116.0,13
Spring,-33.0,118.0,1
Spring,-33.0,120.0,1
Spring,-33.0,121.0,3
Spring,-33.0,135.0,1
Spring,-33.0,136.0,2
Spring,-33.0,137.0,12
Spring,-33.0,138.0,14
Spring,-33.0,139.0,1
Spring,-33.0,141.0,6
Spring,-33.0,143.0,3
Spring,-33.0,145.0,5
Spring,-33.0,146.0,133
Spring,-33.0,147.0,4
Spring,-34.0,115.0,11
Spring,-34.0,116.0,8
Spring,-34.0,117.0,4
Spring,-34.0,118.0,20
Spring,-34.0,119.0,5
Spring,-34.0,138.0,9
Spring,-34.0,142.0,23
Spring,-34.0,143.0,25
Spring,-34.0,144.0,1
Spring,-34.0,146.0,58
Spring,-34.0,149.0,52
Spring,-34.0,150.0,1
Spring,-35.0,140.0,5
Spring,-35.0,141.0,19
Spring,-35.0,145.0,48
Spring,-35.0,147.0,14
Spring,-36.0,142.0,187
Spring,-36.0,143.0,10
Spring,-36.0,144.0,121
Spring,-36.0,148.0,5
Spring,-36.0,149.0,19
Spring,-37.0,141.0,3
Spring,-37.0,142.0,34
Spring,-37.0,143.0,7
Spring,-37.0,144.0,97
Spring,-37.0,147.0,6
Spring,-38.0,144.0,35
Spring,-38.0,145.0,2
Spring,-12.0,135.0,3
Spring,-19.0,122.0,9
Spring,-20.0,143.0,1
Spring,-20.0,149.0,1
Spring,-21.0,120.0,2
Spring,-23.0,120.0,8
Spring,-24.0,119.0,4
Spring,-24.0,120.0,2
Spring,-26.0,149.0,1
Spring,-27.0,118.0,1
Spring,-27.0,154.0,1
Spring,-29.0,143.0,3
Spring,-29.0,146.0,3
Spring,-31.0,118.0,1
Spring,-31.0,152.0,3
Spring,-32.0,135.0,1
Spring,-32.0,140.0,5
Spring,-34.0,136.0,1
Spring,-34.0,137.0,2
Spring,-35.0,138.0,2
Spring,-36.0,141.0,5
Spring,-36.0,150.0,1
Spring,-37.0,148.0,2
Spring,-43.0,147.0,1
Summer,-14.0,131.0,3
Summer,-15.0,142.0,4
Summer,-15.0,145.0,1
Summer,-16.0,130.0,4
Summer,-17.0,125.0,1
Summer,-17.0,126.0,1
Summer,-18.0,143.0,3
Summer,-19.0,143.0,2
Summer,-20.0,120.0,2
Summer,-20.0,149.0,1
Summer,-21.0,118.0,2
Summer,-21.0,139.0,4
Summer,-21.0,140.0,4
Summer,-22.0,116.0,1
Summer,-22.0,143.0,8
Summer,-22.0,149.0,1
Summer,-23.0,140.0,4
Summer,-23.0,142.0,4
Summer,-23.0,143.0,2
Summer,-24.0,139.0,2
Summer,-24.0,146.0,4
Summer,-24.0,148.0,1
Summer,-25.0,114.0,8
Summer,-26.0,152.0,4
Summer,-28.0,144.0,5
Summer,-28.0,146.0,6
Summer,-28.0,147.0,1
Summer,-30.0,145.0,1
Summer,-31.0,120.0,4
Summer,-32.0,120.0,1
Summer,-32.0,135.0,1
Summer,-32.0,136.0,4
Summer,-33.0,118.0,3
Summer,-33.0,121.0,4
Summer,-33.0,122.0,6
Summer,-33.0,135.0,1
Summer,-33.0,141.0,2
Summer,-34.0,122.0,1
Summer,-35.0,151.0,2
Summer,-36.0,138.0,1
Summer,-37.0,150.0,2
