Scientific Name,Common Name,Current Scientific Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,ACI,CKI,CI,CSI,JBT,NFI,HMI,AAT,CMA,Listed SPRAT TaxonID,Current SPRAT TaxonID,Kingdom,Class,Profile,Date extracted,NSL Name,Family,Genus,Species,Infraspecific Rank,Infraspecies,Species Author,Infraspecies Author
Caladenia macroclavia,Large-club Spider-orchid,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,55012,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55012,2026-Aug-28,https://id.biodiversity.org.au/name/apni/117373,Orchidaceae,Caladenia,macroclavia,-,-,D.L.Jones,-
Caladenia melanema,"Ballerina Orchid, Ballerina Spider Orchid",-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,65295,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=65295,2026-Aug-28,https://id.biodiversity.org.au/name/apni/173299,Orchidaceae,Caladenia,melanema,-,-,Hopper  A.P.Br.,-
Caladenia orientalis,Eastern Spider Orchid,-,Endangered,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,83410,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83410,2026-Aug-28,https://id.biodiversity.org.au/name/apni/194042,Orchidaceae,Caladenia,orientalis,-,-,(G.W.Carr) Hopper  A.P.Br.,-
Caladenia ornata,Ornate Pink Fingers,-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,76213,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=76213,2026-Aug-28,https://id.biodiversity.org.au/name/apni/167933,Orchidaceae,Caladenia,ornata,-,-,(Nicholls) D.L.Jones,-
Caladenia ovata,Kangaroo Island Spider-orchid,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,3957,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3957,2026-Aug-28,https://id.biodiversity.org.au/name/apni/92030,Orchidaceae,Caladenia,ovata,-,-,R.S.Rogers,-
Caladenia pallida,"Rosy Spider Orchid, Pale Spider-orchid, Summer Spider-orchid",-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,9604,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9604,2026-Aug-28,https://id.biodiversity.org.au/name/apni/92039,Orchidaceae,Caladenia,pallida,-,-,Lindl.,-
Caladenia procera,Carbunup King Spider Orchid,-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,68679,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68679,2026-Aug-28,https://id.biodiversity.org.au/name/apni/172646,Orchidaceae,Caladenia,procera,-,-,Hopper  A.P.Brown,-
Caladenia pumila,Dwarf Spider-orchid,-,Critically Endangered,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,4155,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4155,2026-Aug-28,https://id.biodiversity.org.au/name/apni/92252,Orchidaceae,Caladenia,pumila,-,-,R.S.Rogers,-
Caladenia richardsiorum,Little Dip Spider-orchid,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,55018,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55018,2026-Aug-28,https://id.biodiversity.org.au/name/apni/117379,Orchidaceae,Caladenia,richardsiorum,-,-,D.L.Jones,-
Caladenia rigida,Stiff White Spider-orchid,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,13419,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13419,2026-Aug-28,https://id.biodiversity.org.au/name/apni/92363,Orchidaceae,Caladenia,rigida,-,-,R.S.Rogers,-
Caladenia robinsonii,Frankston Spider-orchid,-,Endangered,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,24375,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24375,2026-Aug-28,https://id.biodiversity.org.au/name/apni/119071,Orchidaceae,Caladenia,robinsonii,-,-,G.W.Carr,-
Caladenia rosella,"Rosella Spider-orchid, Little Pink Spider-orchid",-,Endangered,-,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,5086,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5086,2026-Aug-28,https://id.biodiversity.org.au/name/apni/92380,Orchidaceae,Caladenia,rosella,-,-,G.W.Carr,-
Caladenia saggicola,Sagg Spider-orchid,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,64859,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64859,2026-Aug-28,https://id.biodiversity.org.au/name/apni/146659,Orchidaceae,Caladenia,saggicola,-,-,D.L. Jones,-
Caladenia sp. Kilsyth South (G.S.Lorimer 1253),Kilsyth South Spider-orchid,-,Critically Endangered,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,82021,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82021,2026-Aug-28,https://id.biodiversity.org.au/name/apni/194492,Orchidaceae,Caladenia,sp. Kilsyth South (G.S.Lorimer 1253),-,-,Vic Herbarium,-
Caladenia sylvicola,Forest Fingers,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,64860,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64860,2026-Aug-28,https://id.biodiversity.org.au/name/apni/174685,Orchidaceae,Caladenia,sylvicola,-,-,D.L. Jones,-
Caladenia tensa,"Greencomb Spider-orchid, Rigid Spider-orchid",-,Endangered,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,24390,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24390,2026-Aug-28,https://id.biodiversity.org.au/name/apni/119073,Orchidaceae,Caladenia,tensa,-,-,G.W.Carr,-
Caladenia tessellata,"Thick-lipped Spider-orchid, Daddy Long-legs",-,Vulnerable,-,Yes,-,-,-,-,Yes,-,-,-,-,-,Yes,-,-,-,-,2119,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2119,2026-Aug-28,https://id.biodiversity.org.au/name/apni/92495,Orchidaceae,Caladenia,tessellata,-,-,Fitzg.,-
